proportion,directional_proportion
1.0,0.9999999993264719
0.9658416511204478,0.9658416450586947
0.9327520324094832,0.9327519839154589
0.6879283579888582,0.6879281882597728
0.9290710955077336,0.9290710409519561
0.8969202342240903,0.8969197977778707
0.6604397384789465,0.6604383079052266
0.6809341618372163,0.6809339436141065
0.6564026513590572,0.6564010025622274
0.4801772256149973,0.480172376212557
0.927364776682741,0.9273647221269635
0.895376435039548,0.8953759985933284
0.6596957189095386,0.6596942883358187
0.8918665810147246,0.8918660900127275
0.8608169907370998,0.8608132566972208
0.63320711892386,0.6331959895452594
0.6532122537405751,0.6532103867206356
0.6295352079724025,0.6295222115738623
0.460060400977744,0.460025452950824
0.6774004022789465,0.6774001840558367
0.6534626041415572,0.6534609553447275
0.4795994758905936,0.47959462648815326
0.6510212694710209,0.6510194024510814
0.6277980065362024,0.6277850101376623
0.4600175403425089,0.4599825923155889
0.4756601688885762,0.47565367068930614
0.4580050868237955,0.45796364059760547
0.3334802962703625,0.33337710906876966
0.6879283579888582,0.6879281882597728
0.5058440054514503,0.505843496264194
0.6864071651020253,0.6864069468789155
0.6622947723121093,0.6622932447503406
0.4862631852659269,0.4862588450507428
0.5060157389565373,0.5060148660640981
0.4875544356537141,0.48754856787676126
0.3557680205687296,0.3557525994689693
0.6848726767701685,0.6848724585470587
0.660890482353438,0.6608889547916692
0.4855127159912733,0.48550837577608924
0.6594536609867295,0.6594516969787412
0.636160663644819,0.6361474005291448
0.4666387204584405,0.4666035380437359
0.4858550838035608,0.4858474702417295
0.46803076567595,0.46798232014557106
0.3412103569129752,0.3410907221547722
0.5020867046053559,0.5020858317129167
0.4841100101707325,0.4841041423937797
0.3543758783631713,0.35436045726341103
0.4831643362831808,0.48315672272134946
0.4657124118513005,0.4656639663209216
0.3403950996217188,0.34027546486351584
0.3552165303585403,0.35518850081243514
0.3418984871192583,0.3417304068306764
0.2484148589861257,0.24802251808169065
0.961616940620142,0.9616169345583889
0.9290710955077336,0.9290710409519561
0.6864071651020253,0.6864069468789155
0.9243026114088716,0.9243025629148472
0.8926955237237845,0.8926950872775649
0.6584463835235107,0.6584447670560306
0.6749500234728589,0.6749498537437735
0.6508994443993824,0.6508980299903373
0.4768966048641128,0.4768920787551685
0.923195284711556,0.9231952301557785
0.8917328021660706,0.8917323111640736
0.6581474259454017,0.6581455912548118
0.887174204245995,0.8871737677997754
0.856650473066078,0.8566467713555486
0.6312051401144178,0.631192854961569
0.6473779619116239,0.647376531337904
0.6241659415081297,0.6241551515877
0.4568445763257997,0.4568134916561572
0.6740414475139757,0.6740412292908659
0.6504992151336444,0.6504973642783797
0.4782297540889844,0.47822361151256
0.6472819599079802,0.6472803111111505
0.6244542627302195,0.624441621954525
0.4583191745375184,0.45828194729145144
0.4711765245449689,0.47117167514252856
0.4538708015143272,0.45383778516604595
0.3309720317638122,0.330884556626126
0.8969202342240903,0.8969197977778707
0.6622947723121093,0.6622932447503406
0.8926955237237845,0.8926950872775649
0.8620875341764667,0.8620840426067097
0.6355467292958729,0.6355352847061136
0.6528849029111778,0.6528833753494091
0.6295749003313766,0.6295633587535686
0.4610959019631655,0.4610619561460832
0.8915311155185773,0.8915306245165803
0.8610656761765774,0.8610617481606007
0.6351852548379706,0.6351722826864428
0.8570299630540462,0.8570260350380695
0.8274689109995716,0.8274388447044416
0.6094093957759597,0.6093186149622767
0.6263716113847405,0.626358445257115
0.603872331904914,0.603779514342206
0.4418339057410817,0.4415805729575988
0.6515600704114914,0.6515581064035031
0.6287538399218666,0.6287388067743016
0.4620431599888477,0.4619977695820062
0.6259169394942724,0.6259018093586586
0.6037991463397518,0.6036912956294789
0.4429835778246234,0.44268485463429896
0.4563750329345146,0.45632760577864817
0.4395916632877332,0.4392804609684623
0.3204702628270782,0.31967474260375395
0.6604397384789465,0.6604383079052266
0.4862631852659269,0.4862588450507428
0.6584463835235107,0.6584447670560306
0.6355467292958729,0.6355352847061136
0.4672278743609164,0.46719501965938315
0.4843412215967501,0.4843355639605697
0.4668429045481906,0.466804473033851
0.3410930013739192,0.3409911154286478
0.6573223324495288,0.6573205139236137
0.634537107954808,0.634524232791329
0.4667646351928037,0.46672744027608637
0.6326436426073055,0.6326290943999846
0.610521145532418,0.6104213933242204
0.4484158784382832,0.4481463971446739
0.4650869682538961,0.4650374316079681
0.4481915935754178,0.44787080560398984
0.3271715308243119,0.3263651236925091
0.4821084435604977,0.48210116945683723
0.4650234410819277,0.46497356497782893
0.3408638428616013,0.3407291022147967
0.4637340415494053,0.4636772307998168
0.4471537002181258,0.446783036142599
0.3272692220364724,0.326328074257865
0.3402035724723379,0.3400178646058854
0.3275751950834451,0.3264314635178928
0.2383269865476741,0.23558823802547224
0.6809341618372163,0.6809339436141065
0.5060157389565373,0.5060148660640981
0.6749500234728589,0.6749498537437735
0.6528849029111778,0.6528833753494091
0.4843412215967501,0.4843355639605697
0.4880496081368964,0.48804909894964016
0.4713941576441536,0.47138991441701833
0.347320474670395,0.3473068963435621
0.6758097093728062,0.6758094911496964
0.6538081402301057,0.6538061762221173
0.4853887006061992,0.4853812971851403
0.6480652192254678,0.648063691663699
0.6267528471575872,0.6267397780180105
0.4645004896050997,0.4644563600428927
0.4682909361168738,0.4682865959016897
0.4522134778186567,0.4521801381768794
0.3328706374779014,0.3327725583135457
0.4943465652880048,0.49434569239556553
0.4778641576390078,0.4778566410652253
0.3534515095170075,0.35342574302537455
0.4737187510332763,0.4737128832563235
0.4577611133870224,0.45771470460566843
0.3379986865824548,0.33785647785589207
0.3415224887010472,0.3415070676012869
0.3295209450715917,0.3294117526933102
0.241710261065883,0.2414109721119405
0.6564026513590572,0.6564010025622274
0.4875544356537141,0.48754856787676126
0.6508994443993824,0.6508980299903373
0.6295749003313766,0.6295633587535686
0.4668429045481906,0.466804473033851
0.4713941576441536,0.47138991441701833
0.4552842164319237,0.45525155570648806
0.335345998788894,0.3352485985408799
0.6516481032304582,0.6516462847045431
0.6303868600289736,0.6303720208575062
0.4677897018806411,0.4677395348123959
0.6251064911937693,0.6250937615123634
0.6045079754121179,0.6044080292278227
0.4478279611334296,0.4475178660943826
0.4524178639668419,0.4523810570023198
0.4368656444469372,0.4365983938784505
0.3214810480247288,0.32073140314849014
0.4771148198915903,0.47710754578792985
0.4611803785536761,0.46112298587579476
0.3409847142174266,0.3408045831637805
0.4573719650058606,0.4573224283599326
0.4419421848152369,0.441574988062455
0.3262091911570402,0.3251494512417545
0.3302811778098252,0.3301450065893007
0.3186657920966933,0.3177336561242875
0.2336981349303284,0.23122360610008802
0.4801772256149973,0.480172376212557
0.3557680205687296,0.3557525994689693
0.4768966048641128,0.4768920787551685
0.4610959019631655,0.4610619561460832
0.3410930013739192,0.3409911154286478
0.347320474670395,0.3473068963435621
0.335345998788894,0.3352485985408799
0.2465135052773204,0.2462446544060284
0.4772331453111344,0.477227326028206
0.4614845734864207,0.4614409288644577
0.3416227258494888,0.3414899977046969
0.4583403017674835,0.45829956678698475
0.4430736312279403,0.4427769932806652
0.3274751034170767,0.32663174383867855
0.3336170979132043,0.33349794809524536
0.3220535684768344,0.32123435892258917
0.2365426489197539,0.23438063982978072
0.3505757896228784,0.3505525124911648
0.3387549913047116,0.33858485002009253
0.2499285272168387,0.2494404833552437
0.3364994534063392,0.33633956860788145
0.325045746770568,0.32392989926904764
0.2394370632602904,0.2364316945919191
0.2444498420688371,0.24399768378530057
0.2357975382347969,0.23282005363045752
0.1726442067005739,0.1651042103042726
0.9599505000478838,0.9599504939861307
0.927364776682741,0.9273647221269635
0.6848726767701685,0.6848724585470587
0.923195284711556,0.9231952301557785
0.8915311155185773,0.8915306245165803
0.6573223324495288,0.6573205139236137
0.6758097093728062,0.6758094911496964
0.6516481032304582,0.6516462847045431
0.4772331453111344,0.477227326028206
0.9209697302643552,0.9209696817703309
0.889487805656253,0.8894873692100334
0.6562175819972594,0.6562159655297793
0.8855077636737368,0.8855073272275172
0.8549473871760456,0.8549437177948657
0.6296857334241504,0.6296737715647975
0.6477501939606064,0.6477485774931263
0.6244452024299935,0.6244332405706406
0.4568376497626474,0.4568039625803619
0.670214040473269,0.6702138707441836
0.6467323932940922,0.646730978885047
0.4752527220955395,0.4752481959865952
0.6439458943225278,0.6439444799134827
0.6211635875516087,0.621153120924675
0.4557021702635811,0.4556726939790813
0.4698752439764676,0.4698707178675233
0.4525559668660052,0.45252649058150535
0.329852191587616,0.32977688845005504
0.895376435039548,0.8953759985933284
0.660890482353438,0.6608889547916692
0.8917328021660706,0.8917323111640736
0.8610656761765774,0.8610617481606007
0.634537107954808,0.634524232791329
0.6538081402301057,0.6538061762221173
0.6303868600289736,0.6303720208575062
0.4614845734864207,0.4614409288644577
0.889487805656253,0.8894873692100334
0.8589999358073822,0.8589964442376252
0.6333984197677937,0.6333869751780344
0.855525330876547,0.8555214028605703
0.8259251118150294,0.825895239495997
0.6080172293233893,0.6079281942945848
0.626822234024171,0.6268072978646548
0.604229320665559,0.6041253494772383
0.4418901022330277,0.44161051801766776
0.6479431840130568,0.6479416564512881
0.6251931015213537,0.6251815599435456
0.4592270150036982,0.4591930691866159
0.6227734679267379,0.6227603987871613
0.6006970401750334,0.6006060653852529
0.4405136559267013,0.4402690197382613
0.455185773562385,0.4551402861674947
0.4383866837693595,0.43809656018602927
0.3194359741922668,0.31871366378111676
0.6596957189095386,0.6596942883358187
0.4855127159912733,0.48550837577608924
0.6581474259454017,0.6581455912548118
0.6351852548379706,0.6351722826864428
0.4667646351928037,0.46672744027608637
0.4853887006061992,0.4853812971851403
0.4677897018806411,0.4677395348123959
0.3416227258494888,0.3414899977046969
0.6562175819972594,0.6562159655297793
0.6333984197677937,0.6333869751780344
0.4657269358116093,0.46569408111007604
0.6319342477713217,0.6319195702466023
0.6097650024569093,0.6096649592845653
0.4476654091636296,0.4473979403720331
0.4657760117643054,0.4657186514157737
0.4487938893585071,0.44842637739456653
0.3274512201100581,0.32653827160664123
0.4797394943037208,0.47973383666754044
0.4626844288028824,0.4626459972885428
0.3390004357268916,0.3388985497816202
0.4617126408831895,0.4616628940964891
0.4451509212572809,0.44483185482371923
0.3256578625935989,0.324864548848385
0.3395902523810343,0.33940584577090327
0.3269381048378465,0.325825724659071
0.2377437731631875,0.23513329133553243
0.8918665810147246,0.8918660900127275
0.6594536609867295,0.6594516969787412
0.887174204245995,0.8871737677997754
0.8570299630540462,0.8570260350380695
0.6326436426073055,0.6326290943999846
0.6480652192254678,0.648063691663699
0.6251064911937693,0.6250937615123634
0.4583403017674835,0.45829956678698475
0.8855077636737368,0.8855073272275172
0.855525330876547,0.8555214028605703
0.6319342477713217,0.6319195702466023
0.8510398518423498,0.8510363602725928
0.8219450698325131,0.8219154561482775
0.6061144773702136,0.6060161961474229
0.6212247223517064,0.6212132777619472
0.5990788673217313,0.5989925479582934
0.4388084605466074,0.43855978318946715
0.6447405820650998,0.644739054503331
0.6223698440792916,0.6223568880924385
0.4579295654631248,0.45788656742815387
0.6192040006018323,0.6191924590240243
0.5975069173560229,0.5974184319261616
0.4388992009486034,0.43863861022613476
0.4508924682645607,0.45085852244747837
0.4344284802624996,0.4341973658245308
0.3170364737001158,0.3164241477363125
0.8608169907370998,0.8608132566972208
0.636160663644819,0.6361474005291448
0.856650473066078,0.8566467713555486
0.8274689109995716,0.8274388447044416
0.610521145532418,0.6104213933242204
0.6267528471575872,0.6267397780180105
0.6045079754121179,0.6044080292278227
0.4430736312279403,0.4427769932806652
0.8549473871760456,0.8549437177948657
0.8259251118150294,0.825895239495997
0.6097650024569093,0.6096649592845653
0.8219450698325131,0.8219154561482775
0.7937774450752436,0.7935474864115231
0.585070511645068,0.5843685121478055
0.6009466793303243,0.6008466361579803
0.5794875239329123,0.5787745162921103
0.4243137178875163,0.4223510677318652
0.6230968179991218,0.6230839751649923
0.601433203712488,0.6013332575281928
0.4423410804953038,0.4420354711535141
0.5986342256119772,0.5985345057331292
0.5776192593134248,0.5768991230510355
0.4241298042999667,0.4221148775860088
0.4366402199744984,0.4363256392381941
0.4206783148540971,0.41859344359227485
0.3069214688550105,0.3015485006802081
0.63320711892386,0.6331959895452594
0.4666387204584405,0.4666035380437359
0.6312051401144178,0.631192854961569
0.6094093957759597,0.6093186149622767
0.4484158784382832,0.4481463971446739
0.4645004896050997,0.4644563600428927
0.4478279611334296,0.4475178660943826
0.3274751034170767,0.32663174383867855
0.6296857334241504,0.6296737715647975
0.6080172293233893,0.6079281942945848
0.4476654091636296,0.4473979403720331
0.6061144773702136,0.6060161961474229
0.585070511645068,0.5843685121478055
0.430109359979018,0.4281531595286125
0.445772040804176,0.44542926079268114
0.4296832187395738,0.42739253075584643
0.3139243696840328,0.3080244896870762
0.4605475396175502,0.46050567310981533
0.4443476500723895,0.44404652642785714
0.3260157969877198,0.32517243740932167
0.4430464907389493,0.44271138086564754
0.4273207111057051,0.4250496874488732
0.3130439606709905,0.3071071282274385
0.325165745233954,0.3240470850790182
0.3131752339950503,0.30607975807344207
0.2280482416291709,0.2106518832669194
0.6532122537405751,0.6532103867206356
0.4858550838035608,0.4858474702417295
0.6473779619116239,0.647376531337904
0.6263716113847405,0.626358445257115
0.4650869682538961,0.4650374316079681
0.4682909361168738,0.4682865959016897
0.4524178639668419,0.4523810570023198
0.3336170979132043,0.33349794809524536
0.6477501939606064,0.6477485774931263
0.626822234024171,0.6268072978646548
0.4657760117643054,0.4657186514157737
0.6212247223517064,0.6212132777619472
0.6009466793303243,0.6008466361579803
0.445772040804176,0.44542926079268114
0.4490647284847996,0.44903187378326637
0.4337513177880691,0.4334948571400121
0.3195470901668496,0.3187842064219488
0.4724977119104877,0.47249205427430735
0.456865768214464,0.4568157951223164
0.3382364366194295,0.33806213293104914
0.4528303137267295,0.45279188221238986
0.4376917159056356,0.4373816208665886
0.3234775550917509,0.32251410006191794
0.326586110961715,0.32648422501644364
0.3151883179360809,0.31445597734421676
0.2313964468853989,0.22936725484592901
0.6295352079724025,0.6295222115738623
0.46803076567595,0.46798232014557106
0.6241659415081297,0.6241551515877
0.603872331904914,0.603779514342206
0.4481915935754178,0.44787080560398984
0.4522134778186567,0.4521801381768794
0.4368656444469372,0.4365983938784505
0.3220535684768344,0.32123435892258917
0.6244452024299935,0.6244332405706406
0.604229320665559,0.6041253494772383
0.4487938893585071,0.44842637739456653
0.5990788673217313,0.5989925479582934
0.5794875239329123,0.5787745162921103
0.4296832187395738,0.42739253075584643
0.4337513177880691,0.4334948571400121
0.4189433845547065,0.41700920039138006
0.3085548688319753,0.30298302666309496
0.4559185101887817,0.45587664368104686
0.4408123710346884,0.44046127429800835
0.3262369054919867,0.32508793657179885
0.4371019154161676,0.43680867205060075
0.4224698861739907,0.42018989112264427
0.3121295573468415,0.3053267671095195
0.3157687025024772,0.3149432857131083
0.3047416462934065,0.29888372979223354
0.2236836097037868,0.20771707340405496
0.460060400977744,0.460025452950824
0.3412103569129752,0.3410907221547722
0.4568445763257997,0.4568134916561572
0.4418339057410817,0.4415805729575988
0.3271715308243119,0.3263651236925091
0.3328706374779014,0.3327725583135457
0.3214810480247288,0.32073140314849014
0.2365426489197539,0.23438063982978072
0.4568376497626474,0.4568039625803619
0.4418901022330277,0.44161051801766776
0.3274512201100581,0.32653827160664123
0.4388084605466074,0.43855978318946715
0.4243137178875163,0.4223510677318652
0.3139243696840328,0.3080244896870762
0.3195470901668496,0.3187842064219488
0.3085548688319753,0.30298302666309496
0.2268406434334795,0.21149533983336638
0.3346435870924241,0.33452568195442484
0.3234581089879651,0.3225071330870786
0.2388951182905711,0.23597674790197937
0.3212487131538125,0.3203970368502292
0.3104070496000357,0.30398840477702455
0.2288916981956179,0.21065188326691944
0.2334802027846599,0.23096370237629846
0.2252800572341563,0.20771707340405499
0.1651042103042727,0.118713080775179
0.6774004022789465,0.6774001840558367
0.5020867046053559,0.5020858317129167
0.6740414475139757,0.6740412292908659
0.6515600704114914,0.6515581064035031
0.4821084435604977,0.48210116945683723
0.4943465652880048,0.49434569239556553
0.4771148198915903,0.47710754578792985
0.3505757896228784,0.3505525124911648
0.670214040473269,0.6702138707441836
0.6479431840130568,0.6479416564512881
0.4797394943037208,0.47973383666754044
0.6447405820650998,0.644739054503331
0.6230968179991218,0.6230839751649923
0.4605475396175502,0.46050567310981533
0.4724977119104877,0.47249205427430735
0.4559185101887817,0.45587664368104686
0.3346435870924241,0.33452568195442484
0.4817862169330125,0.48178570774575624
0.4653729536804772,0.46536871045334194
0.3432163122324185,0.3432027339055856
0.4631385187650577,0.4631342755379224
0.4471955748081981,0.44716417492739696
0.3292397282240769,0.3291512993705774
0.3385565456745158,0.3385429673476829
0.3263826785293431,0.32629424967584364
0.2386755858420973,0.23844967642941445
0.6534626041415572,0.6534609553447275
0.4841100101707325,0.4841041423937797
0.6504992151336444,0.6504973642783797
0.6287538399218666,0.6287388067743016
0.4650234410819277,0.46497356497782893
0.4778641576390078,0.4778566410652253
0.4611803785536761,0.46112298587579476
0.3387549913047116,0.33858485002009253
0.6467323932940922,0.646730978885047
0.6251931015213537,0.6251815599435456
0.4626844288028824,0.4626459972885428
0.6223698440792916,0.6223568880924385
0.601433203712488,0.6013332575281928
0.4443476500723895,0.44404652642785714
0.456865768214464,0.4568157951223164
0.4408123710346884,0.44046127429800835
0.3234581089879651,0.3225071330870786
0.4653729536804772,0.46536871045334194
0.4494921548158905,0.4494594940904549
0.3313827761505084,0.3312853759024943
0.4475301593295688,0.44749325537699786
0.4321013490194331,0.4318412270725337
0.3180215570648326,0.31731521735238605
0.3277171855868981,0.3275871246134484
0.3159231478878644,0.31508674720196816
0.2309761895875823,0.22887952619549257
0.4795994758905936,0.47959462648815326
0.3543758783631713,0.35436045726341103
0.4782297540889844,0.47822361151256
0.4620431599888477,0.4619977695820062
0.3408638428616013,0.3407291022147967
0.3534515095170075,0.35342574302537455
0.3409847142174266,0.3408045831637805
0.2499285272168387,0.2494404833552437
0.4752527220955395,0.4752481959865952
0.4592270150036982,0.4591930691866159
0.3390004357268916,0.3388985497816202
0.4579295654631248,0.45788656742815387
0.4423410804953038,0.4420354711535141
0.3260157969877198,0.32517243740932167
0.3382364366194295,0.33806213293104914
0.3262369054919867,0.32508793657179885
0.2388951182905711,0.23597674790197937
0.3432163122324185,0.3432027339055856
0.3313827761505084,0.3312853759024943
0.2437688889781657,0.2435000381068737
0.3305090350658215,0.33038447816414157
0.3190034155769266,0.3181735130903004
0.2342899317571343,0.23216487511375644
0.2436018755581207,0.24312464586396765
0.2347692951883612,0.23181433605835716
0.1713458034441873,0.16426075373782575
0.6510212694710209,0.6510194024510814
0.4831643362831808,0.48315672272134946
0.6472819599079802,0.6472803111111505
0.6259169394942724,0.6259018093586586
0.4637340415494053,0.4636772307998168
0.4737187510332763,0.4737128832563235
0.4573719650058606,0.4573224283599326
0.3364994534063392,0.33633956860788145
0.6439458943225278,0.6439444799134827
0.6227734679267379,0.6227603987871613
0.4617126408831895,0.4616628940964891
0.6192040006018323,0.6191924590240243
0.5986342256119772,0.5985345057331292
0.4430464907389493,0.44271138086564754
0.4528303137267295,0.45279188221238986
0.4371019154161676,0.43680867205060075
0.3212487131538125,0.3203970368502292
0.4631385187650577,0.4631342755379224
0.4475301593295688,0.44749325537699786
0.3305090350658215,0.33038447816414157
0.4450232849850514,0.4449906242596158
0.4298669141040136,0.42961229622888397
0.3169122805036189,0.3161536399858534
0.3246482654995462,0.3245508652515321
0.3130952673488092,0.31242505568454315
0.2292679633309632,0.2274781216312733
0.6277980065362024,0.6277850101376623
0.4657124118513005,0.4656639663209216
0.6244542627302195,0.624441621954525
0.6037991463397518,0.6036912956294789
0.4471537002181258,0.446783036142599
0.4577611133870224,0.45771470460566843
0.4419421848152369,0.441574988062455
0.325045746770568,0.32392989926904764
0.6211635875516087,0.621153120924675
0.6006970401750334,0.6006060653852529
0.4451509212572809,0.44483185482371923
0.5975069173560229,0.5974184319261616
0.5776192593134248,0.5768991230510355
0.4273207111057051,0.4250496874488732
0.4376917159056356,0.4373816208665886
0.4224698861739907,0.42018989112264427
0.3104070496000357,0.30398840477702455
0.4471955748081981,0.44716417492739696
0.4321013490194331,0.4318412270725337
0.3190034155769266,0.3181735130903004
0.4298669141040136,0.42961229622888397
0.4152068553157316,0.4132869283955798
0.306008447610557,0.3004692176730879
0.3141368220049437,0.3133069195183175
0.3029500749735129,0.29728728226186407
0.2217944764891311,0.20687361683760802
0.4600175403425089,0.4599825923155889
0.3403950996217188,0.34027546486351584
0.4583191745375184,0.45828194729145144
0.4429835778246234,0.44268485463429896
0.3272692220364724,0.326328074257865
0.3379986865824548,0.33785647785589207
0.3262091911570402,0.3251494512417545
0.2394370632602904,0.2364316945919191
0.4557021702635811,0.4556726939790813
0.4405136559267013,0.4402690197382613
0.3256578625935989,0.324864548848385
0.4388992009486034,0.43863861022613476
0.4241298042999667,0.4221148775860088
0.3130439606709905,0.3071071282274385
0.3234775550917509,0.32251410006191794
0.3121295573468415,0.3053267671095195
0.2288916981956179,0.21065188326691944
0.3292397282240769,0.3291512993705774
0.3180215570648326,0.31731521735238605
0.2342899317571343,0.23216487511375644
0.3169122805036189,0.3161536399858534
0.306008447610557,0.3004692176730879
0.2250798254073949,0.20980842670047245
0.233084637027602,0.23041293149413772
0.2247292863519956,0.20687361683760805
0.1642607537378257,0.11871308077517895
0.4756601688885762,0.47565367068930614
0.3552165303585403,0.35518850081243514
0.4711765245449689,0.47117167514252856
0.4563750329345146,0.45632760577864817
0.3402035724723379,0.3400178646058854
0.3415224887010472,0.3415070676012869
0.3302811778098252,0.3301450065893007
0.2444498420688371,0.24399768378530057
0.4698752439764676,0.4698707178675233
0.455185773562385,0.4551402861674947
0.3395902523810343,0.33940584577090327
0.4508924682645607,0.45085852244747837
0.4366402199744984,0.4363256392381941
0.325165745233954,0.3240470850790182
0.326586110961715,0.32648422501644364
0.3157687025024772,0.3149432857131083
0.2334802027846599,0.23096370237629846
0.3385565456745158,0.3385429673476829
0.3277171855868981,0.3275871246134484
0.2436018755581207,0.24312464586396765
0.3246482654995462,0.3245508652515321
0.3141368220049437,0.3133069195183175
0.233084637027602,0.23041293149413772
0.2346022090272795,0.2343333581559875
0.2266482191446471,0.2246467252754489
0.1670095890171035,0.16132594387496127
0.4580050868237955,0.45796364059760547
0.3418984871192583,0.3417304068306764
0.4538708015143272,0.45383778516604595
0.4395916632877332,0.4392804609684623
0.3275751950834451,0.3264314635178928
0.3295209450715917,0.3294117526933102
0.3186657920966933,0.3177336561242875
0.2357975382347969,0.23282005363045752
0.4525559668660052,0.45252649058150535
0.4383866837693595,0.43809656018602927
0.3269381048378465,0.325825724659071
0.4344284802624996,0.4341973658245308
0.4206783148540971,0.41859344359227485
0.3131752339950503,0.30607975807344207
0.3151883179360809,0.31445597734421676
0.3047416462934065,0.29888372979223354
0.2252800572341563,0.20771707340405499
0.3263826785293431,0.32629424967584364
0.3159231478878644,0.31508674720196816
0.2347692951883612,0.23181433605835716
0.3130952673488092,0.31242505568454315
0.3029500749735129,0.29728728226186407
0.2247292863519956,0.20687361683760805
0.2266482191446471,0.2246467252754489
0.2189630801333067,0.20393880697474356
0.1613259438749613,0.11871308077517902
0.3334802962703625,0.33337710906876966
0.2484148589861257,0.24802251808169065
0.3309720317638122,0.330884556626126
0.3204702628270782,0.31967474260375395
0.2383269865476741,0.23558823802547224
0.241710261065883,0.2414109721119405
0.2336981349303284,0.23122360610008802
0.1726442067005739,0.1651042103042726
0.329852191587616,0.32977688845005504
0.3194359741922668,0.31871366378111676
0.2377437731631875,0.23513329133553243
0.3170364737001158,0.3164241477363125
0.3069214688550105,0.3015485006802081
0.2280482416291709,0.2106518832669194
0.2313964468853989,0.22936725484592901
0.2236836097037868,0.20771707340405496
0.1651042103042727,0.118713080775179
0.2386755858420973,0.23844967642941445
0.2309761895875823,0.22887952619549257
0.1713458034441873,0.16426075373782575
0.2292679633309632,0.2274781216312733
0.2217944764891311,0.20687361683760802
0.1642607537378257,0.11871308077517895
0.1670095890171035,0.16132594387496127
0.1613259438749613,0.11871308077517902
0.118713080775179,-2.7755575615628914e-17
